antecedents|consequents|antecedent support|consequent support|support|confidence|lift|leverage|conviction
frozenset({'EXP_PREVIA_False', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros', 'SEXO_M', 'EDAD_FIN_(21.0, 25.0]'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.03433024431339511|0.41786015164279694|0.02085088458298231|0.6073619631901841|1.4535053433603802|0.00650564348825276|1.482637426284752
frozenset({'EXP_PREVIA_False', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.03580454928390901|0.41786015164279694|0.02127211457455771|0.5941176470588235|1.4218097722960152|0.0063108201812814915|1.4342575974018048
frozenset({'EXP_PREVIA_False', 'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.04823083403538332|0.41786015164279694|0.02864363942712721|0.593886462882096|1.421256515002113|0.008489895803243365|1.4334411319763387
frozenset({'EXP_PREVIA_False', 'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.037700084245998314|0.41786015164279694|0.02232518955349621|0.5921787709497207|1.4171697603171745|0.006571826633517134|1.4274388062457448
frozenset({'EXP_PREVIA_False', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.05054759898904802|0.41786015164279694|0.02969671440606571|0.5874999999999999|1.4059727822580643|0.008574887027322814|1.411248117229583
frozenset({'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.06992417860151642|0.41786015164279694|0.040859309182813816|0.5843373493975904|1.3984041002720562|0.011640781308886145|1.4005103598158801
frozenset({'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.04907329401853412|0.41786015164279694|0.02864363942712721|0.5836909871244634|1.3968572615256818|0.008137865346930982|1.3983359244044153
frozenset({'EXP_PREVIA_False', 'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.051811288963774224|0.41786015164279694|0.03011794439764111|0.5813008130081301|1.391137227904537|0.008468071334429644|1.3903534242317666
frozenset({'EXP_PREVIA_False', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.040016849199663015|0.41786015164279694|0.02316764953664701|0.5789473684210527|1.385505093378608|0.006446202861808886|1.3825821398483575
frozenset({'EXP_PREVIA_False', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.05581297388374052|0.41786015164279694|0.03222409435551811|0.5773584905660377|1.3817026780279975|0.00890207662482283|1.3773844626308822
frozenset({'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.07497893850042123|0.41786015164279694|0.04317607413647852|0.5758426966292135|1.3780751631025736|0.011845363524676557|1.3724621590408232
frozenset({'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.07771693344566133|0.41786015164279694|0.04465037910699242|0.5745257452574526|1.3749235072995893|0.012175569512175216|1.368214038495592
frozenset({'EDAD_FIN_(21.0, 25.0]', 'MÁSTER UNIVERSITARIO EN FORMACIÓN DEL PROFESORADO EN EDUCACIÓN SECUNDARIA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(0.0, 25.0]'})|0.05560235888795282|0.41786015164279694|0.03180286436394271|0.5719696969696969|1.3688065127077222|0.008568854247325525|1.360043539524793
