antecedents|consequents|antecedent support|consequent support|support|confidence|lift|leverage|conviction
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.038753159224936815|0.16596461668070767|0.010109519797809604|0.2608695652173913|1.571838446259104|0.003677866581876535|1.1284008127261016
frozenset({'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Formación Profesional', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.04296545914069082|0.16596461668070767|0.010741364785172704|0.25|1.5063451776649746|0.0036106188283773454|1.1120471777590566
frozenset({'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.05981465880370682|0.16596461668070767|0.014953664700926706|0.25|1.5063451776649746|0.0050265477806821866|1.1120471777590566
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.04886267902274642|0.16596461668070767|0.010741364785172704|0.21982758620689655|1.3245448976019605|0.0026318889911701396|1.0690398283429605
frozenset({'TIPO_ACCESO_Formación Profesional', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.08340353833192923|0.16596461668070767|0.017902274641954506|0.21464646464646464|1.29332666769215|0.0040602383728811624|1.0619871761879092
frozenset({'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.12573715248525694|0.16596461668070767|0.02632687447346251|0.20938023450586266|1.261595626185071|0.005458956158723154|1.0549133979695287
frozenset({'EXP_PREVIA_True', 'GRADO EN ENFERMERÍA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.05749789385004212|0.16596461668070767|0.011794439764111205|0.20512820512820515|1.235975530391774|0.0022518238513409457|1.0492703209500776
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.05981465880370682|0.16596461668070767|0.012215669755686605|0.20422535211267606|1.230535497247444|0.0022885528354420863|1.0480798622242435
frozenset({'EXP_PREVIA_True', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.09267059814658804|0.16596461668070767|0.018534119629317607|0.19999999999999998|1.2050761421319796|0.003154079330347224|1.0425442291491154
frozenset({'EXP_PREVIA_True', 'GRADO EN ENFERMERÍA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(50.0, 75.0]'})|0.07055602358887952|0.16596461668070767|0.013689974726200505|0.19402985074626866|1.1691037199787864|0.001980171316757146|1.0348216793035665
